chr start end
chr9 7961500 7965500
chr9 7971250 7975250
chr9 7980600 7984600
chr9 7987150 7991150
chr9 7993900 7997900
chr9 7997100 8001100
chr9 8053400 8057400
chr9 8431700 8435700
chr9 8461400 8465400
chr9 9025900 9029900
chr9 9041400 9045400
chr9 9155500 9159500
chr9 9198200 9202200
chr9 9208200 9212200
chr9 9216100 9220100
chr9 9243100 9247100
chr9 9266300 9270300
chr9 9287800 9291800
chr9 9357700 9361700
chr9 9392400 9396400
chr9 9671800 9675800
chr9 10230300 10234300
chr9 10267000 10271000
chr9 10446850 10450850
chr9 10492200 10496200
chr9 11366400 11370400
chr9 11375900 11379900
chr9 11438500 11442500
chr9 11918200 11922200
chr9 11937900 11941900
chr9 12899100 12903100
chr9 13271100 13275100
chr9 13298500 13302500
chr9 13324700 13328700
chr9 13333300 13337300
chr9 13369100 13373100
chr9 13455000 13459000
chr9 13483800 13487800
chr9 13492300 13496300
chr9 13498800 13502800
chr9 13794900 13798900
chr9 13860000 13864000
chr9 13961500 13965500
chr9 14036800 14040800
chr9 14048500 14052500
chr9 14083800 14087800
chr9 14157500 14161500
chr9 14167400 14171400
chr9 14237000 14241000
chr9 14346850 14350850
chr9 14350900 14354900
chr9 14362100 14366100
chr9 14387600 14391600
chr9 14392650 14396650
chr9 14427550 14431550
chr9 14435600 14439600
chr9 14469500 14473500
chr9 14473800 14477800
chr9 14478700 14482700
chr9 14482900 14486900
chr9 14533150 14537150
chr9 14581150 14585150
chr9 14679400 14683400
chr9 14693200 14697200
chr9 14738550 14742550
chr9 14806500 14810500
chr9 14812200 14816200
chr9 14824750 14828750
chr9 14838600 14842600
chr9 14871300 14875300
chr9 14921900 14925900
chr9 14972900 14976900
chr9 14978200 14982200
chr9 14984500 14988500
chr9 14992000 14996000
chr9 15047500 15051500
chr9 15053750 15057750
chr9 15063200 15067200
chr9 15072950 15076950
chr9 15234700 15238700
chr9 15253600 15257600
chr9 15300800 15304800
chr9 15330700 15334700
chr9 15347800 15351800
chr9 15391300 15395300
chr9 15780800 15784800
chr9 15890100 15894100
chr9 16156400 16160400
chr9 16163900 16167900
chr9 17360900 17364900
chr9 17667700 17671700
chr9 17844300 17848300
chr9 18400500 18404500
chr9 18416500 18420500
chr9 18524500 18528500
chr9 18530300 18534300
chr9 19375500 19379500
chr9 20256050 20260050
chr9 20307400 20311400
chr9 20316400 20320400
chr9 20460900 20464900
chr9 20465100 20469100
chr9 20467000 20471000
chr9 20474800 20478800
chr9 20492050 20496050
chr9 20515900 20519900
chr9 20540700 20544700
chr9 20552300 20556300
chr9 20559050 20563050
chr9 20564100 20568100
chr9 20595950 20599950
chr9 20601200 20605200
chr9 20627500 20631500
chr9 20632500 20636500
chr9 20655000 20659000
chr9 20711800 20715800
chr9 20767600 20771600
chr9 20793500 20797500
chr9 20824800 20828800
chr9 20866100 20870100
chr9 20902800 20906800
chr9 20910700 20914700
chr9 20938400 20942400
chr9 20994050 20998050
chr9 21010900 21014900
chr9 21013400 21017400
chr9 21018900 21022900
chr9 21064600 21068600
chr9 21078500 21082500
chr9 21081700 21085700
chr9 21101500 21105500
chr9 21119100 21123100
chr9 21130600 21134600
chr9 21133600 21137600
chr9 21149000 21153000
chr9 21174200 21178200
chr9 21177700 21181700
chr9 21180200 21184200
chr9 21220750 21224750
chr9 21237100 21241100
chr9 21240700 21244700
chr9 21245100 21249100
chr9 21247800 21251800
chr9 21251300 21255300
chr9 21256300 21260300
chr9 21265100 21269100
chr9 21293200 21297200
chr9 21317300 21321300
chr9 21320500 21324500
chr9 21355700 21359700
chr9 21358400 21362400
chr9 21368300 21372300
chr9 21376800 21380800
chr9 21428200 21432200
chr9 21472000 21476000
chr9 21509300 21513300
chr9 21517500 21521500
chr9 21522400 21526400
chr9 21529500 21533500
chr9 21532400 21536400
chr9 21554550 21558550
chr9 21565900 21569900
chr9 21576100 21580100
chr9 21585900 21589900
chr9 21608200 21612200
chr9 21611400 21615400
chr9 21619500 21623500
chr9 21628100 21632100
chr9 21641000 21645000
chr9 21644600 21648600
chr9 21662550 21666550
chr9 21666100 21670100
chr9 21669800 21673800
chr9 21676800 21680800
chr9 21694000 21698000
chr9 21735900 21739900
chr9 21746200 21750200
chr9 21776800 21780800
chr9 21780400 21784400
chr9 21813300 21817300
chr9 21817200 21821200
chr9 21829350 21833350
chr9 21845650 21849650
chr9 21851250 21855250
chr9 21998800 22002800
chr9 22020000 22024000
chr9 22033550 22037550
chr9 22124700 22128700
chr9 22157050 22161050
chr9 22167900 22171900
chr9 22237000 22241000
chr9 22501100 22505100
chr9 22536300 22540300
chr9 22550150 22554150
chr9 22636000 22640000
chr9 22640450 22644450
chr9 22651500 22655500
chr9 22812700 22816700
chr9 22967400 22971400
chr9 23006650 23010650
chr9 23391700 23395700
chr9 24610400 24614400
chr9 24616200 24620200
chr9 24654400 24658400
chr9 24680600 24684600
chr9 24746600 24750600
chr9 24826200 24830200
chr9 24978700 24982700
chr9 25125100 25129100
chr9 25369700 25373700
chr9 25384900 25388900
chr9 25397000 25401000
chr9 25639400 25643400
chr9 26903600 26907600
chr9 26926800 26930800
chr9 26931200 26935200
chr9 26955000 26959000
chr9 26970600 26974600
chr9 26981100 26985100
chr9 27035200 27039200
chr9 27071000 27075000
chr9 27108700 27112700
chr9 27112800 27116800
chr9 27140700 27144700
chr9 27159900 27163900
chr9 27362550 27366550
chr9 27691200 27695200
chr9 28066900 28070900
chr9 28245500 28249500
chr9 28340600 28344600
chr9 28356700 28360700
chr9 28377800 28381800
chr9 28419800 28423800
chr9 28757500 28761500
chr9 29028800 29032800
chr9 29112000 29116000
chr9 29239350 29243350
chr9 29307800 29311800
chr9 29374300 29378300
chr9 29416600 29420600
chr9 29457800 29461800
chr9 29461900 29465900
chr9 29728200 29732200
chr9 30089900 30093900
chr9 30255000 30259000
chr9 30327000 30331000
chr9 30378150 30382150
chr9 30383300 30387300
chr9 30405400 30409400
chr9 30440200 30444200
chr9 30638850 30642850
chr9 30678200 30682200
chr9 30686500 30690500
chr9 30758900 30762900
chr9 30775300 30779300
chr9 30817400 30821400
chr9 30820600 30824600
chr9 30824600 30828600
chr9 30896350 30900350
chr9 30913700 30917700
chr9 30930300 30934300
chr9 30954400 30958400
chr9 30997700 31001700
chr9 31031800 31035800
chr9 31041200 31045200
chr9 31046800 31050800
chr9 31049700 31053700
chr9 31078850 31082850
chr9 31095800 31099800
chr9 31099600 31103600
chr9 31107350 31111350
chr9 31126550 31130550
chr9 31131400 31135400
chr9 31150200 31154200
chr9 31184050 31188050
chr9 31238750 31242750
chr9 31245900 31249900
chr9 31248400 31252400
chr9 31335500 31339500
chr9 31365500 31369500
chr9 31419800 31423800
chr9 31425950 31429950
chr9 31489200 31493200
chr9 31494550 31498550
chr9 31513600 31517600
chr9 31518000 31522000
chr9 31548900 31552900
chr9 31664800 31668800
chr9 31754300 31758300
chr9 31766900 31770900
chr9 31777800 31781800
chr9 31782200 31786200
chr9 31794650 31798650
chr9 31808300 31812300
chr9 31815500 31819500
chr9 31827800 31831800
chr9 31844400 31848400
chr9 31851900 31855900
chr9 31868800 31872800
chr9 31894300 31898300
chr9 31911900 31915900
chr9 31922650 31926650
chr9 32028950 32032950
chr9 32041750 32045750
chr9 32063650 32067650
chr9 32119300 32123300
chr9 32166300 32170300
chr9 32174200 32178200
chr9 32183250 32187250
chr9 32220850 32224850
chr9 32250200 32254200
chr9 32255600 32259600
chr9 32356200 32360200
chr9 32450900 32454900
chr9 32491800 32495800
chr9 32521500 32525500
chr9 32739100 32743100
chr9 33334650 33338650
chr9 34085700 34089700
chr9 34556800 34560800
chr9 34759300 34763300
chr9 34775700 34779700
chr9 34797200 34801200
chr9 34802300 34806300
chr9 34830600 34834600
chr9 34837600 34841600
chr9 34840700 34844700
chr9 34844500 34848500
chr9 34847000 34851000
chr9 34850000 34854000
chr9 34913100 34917100
chr9 34940800 34944800
chr9 34945200 34949200
chr9 34999100 35003100
chr9 35119300 35123300
chr9 35123900 35127900
chr9 35132800 35136800
chr9 35137000 35141000
chr9 35148000 35152000
chr9 35178000 35182000
chr9 35209600 35213600
chr9 35301100 35305100
chr9 36598850 36602850
chr9 36606800 36610800
chr9 36610500 36614500
chr9 36627050 36631050
chr9 36662700 36666700
chr9 36688100 36692100
chr9 36723450 36727450
chr9 36739700 36743700
chr9 36746900 36750900
chr9 36756700 36760700
chr9 36774000 36778000
chr9 36782800 36786800
chr9 36802400 36806400
chr9 36809850 36813850
chr9 36827550 36831550
chr9 36834100 36838100
chr9 36854400 36858400
chr9 36859500 36863500
chr9 36867600 36871600
chr9 36871550 36875550
chr9 36877900 36881900
chr9 36882450 36886450
chr9 36893900 36897900
chr9 36897800 36901800
chr9 36906500 36910500
chr9 36911500 36915500
chr9 36921900 36925900
chr9 36939400 36943400
chr9 36945500 36949500
chr9 36949300 36953300
chr9 36979400 36983400
chr9 36983800 36987800
chr9 37023100 37027100
chr9 37038400 37042400
chr9 37053600 37057600
chr9 37165400 37169400
chr9 37213600 37217600
chr9 37216600 37220600
chr9 37226900 37230900
chr9 37279750 37283750
chr9 37290500 37294500
chr9 37291100 37295100
chr9 37303200 37307200
chr9 37305200 37309200
chr9 37314400 37318400
chr9 37319200 37323200
chr9 37398400 37402400
chr9 37432750 37436750
chr9 37556200 37560200
chr9 38227100 38231100
chr9 38459200 38463200
chr9 38639100 38643100
chr9 39545800 39549800
chr9 40013700 40017700
chr9 40018000 40022000
chr9 40033200 40037200
chr9 40035900 40039900
chr9 40067200 40071200
chr9 40102600 40106600
chr9 40106100 40110100
chr9 40128350 40132350
chr9 40169100 40173100
chr9 40177200 40181200
chr9 40208900 40212900
chr9 40212800 40216800
chr9 40267100 40271100
chr9 40388600 40392600
chr9 40393600 40397600
chr9 40449700 40453700
chr9 40460000 40464000
chr9 40477600 40481600
chr9 40550600 40554600
chr9 40557450 40561450
chr9 40596900 40600900
chr9 40624100 40628100
chr9 40665650 40669650
chr9 40755700 40759700
chr9 40911900 40915900
chr9 41029850 41033850
chr9 41382100 41386100
chr9 41406800 41410800
chr9 41572600 41576600
chr9 41599850 41603850
chr9 41693050 41697050
chr9 41696900 41700900
chr9 41749400 41753400
chr9 41787700 41791700
chr9 41831000 41835000
chr9 41840000 41844000
chr9 41849200 41853200
chr9 41861200 41865200
chr9 41905000 41909000
chr9 41908300 41912300
chr9 41917100 41921100
chr9 41922100 41926100
chr9 41934400 41938400
chr9 41962600 41966600
chr9 41980450 41984450
chr9 41984950 41988950
chr9 41991100 41995100
chr9 41993600 41997600
chr9 41997600 42001600
chr9 42055600 42059600
chr9 42240800 42244800
chr9 42245600 42249600
chr9 42273100 42277100
chr9 42319000 42323000
chr9 42351300 42355300
chr9 42434000 42438000
chr9 42454200 42458200
chr9 42548600 42552600
chr9 42565500 42569500
chr9 42571200 42575200
chr9 42598700 42602700
chr9 42662600 42666600
chr9 42667800 42671800
chr9 42670400 42674400
chr9 42675400 42679400
chr9 42685200 42689200
chr9 42691300 42695300
chr9 42828400 42832400
chr9 42834050 42838050
chr9 42838350 42842350
chr9 42842900 42846900
chr9 42877100 42881100
chr9 42892000 42896000
chr9 42935900 42939900
chr9 42940000 42944000
chr9 42948700 42952700
chr9 42970050 42974050
chr9 42986650 42990650
chr9 42993600 42997600
chr9 42997700 43001700
chr9 43005800 43009800
chr9 43015650 43019650
chr9 43052800 43056800
chr9 43059100 43063100
chr9 43075800 43079800
chr9 43086800 43090800
chr9 43089800 43093800
chr9 43092600 43096600
chr9 43195800 43199800
chr9 43202600 43206600
chr9 43225900 43229900
chr9 43231400 43235400
chr9 43247100 43251100
chr9 43251400 43255400
chr9 43260400 43264400
chr9 43297700 43301700
chr9 43301400 43305400
chr9 43302900 43306900
chr9 43351200 43355200
chr9 43386700 43390700
chr9 43393600 43397600
chr9 43430600 43434600
chr9 43467600 43471600
chr9 43485500 43489500
chr9 43506100 43510100
chr9 43527100 43531100
chr9 43530400 43534400
chr9 43535000 43539000
chr9 43538900 43542900
chr9 43544200 43548200
chr9 43563000 43567000
chr9 43571500 43575500
chr9 43579000 43583000
chr9 43584400 43588400
chr9 43589100 43593100
chr9 43591900 43595900
chr9 43602800 43606800
chr9 43609800 43613800
chr9 43613400 43617400
chr9 43620600 43624600
chr9 43631500 43635500
chr9 43645400 43649400
chr9 43651050 43655050
chr9 43658100 43662100
chr9 43662600 43666600
chr9 43664700 43668700
chr9 43703650 43707650
chr9 43796100 43800100
chr9 43840200 43844200
chr9 43843000 43847000
chr9 43854700 43858700
chr9 43880100 43884100
chr9 43883800 43887800
chr9 43894600 43898600
chr9 43899800 43903800
chr9 43903200 43907200
chr9 43932200 43936200
chr9 43944600 43948600
chr9 44004600 44008600
chr9 44032100 44036100
chr9 44070000 44074000
chr9 44230500 44234500
chr9 44241900 44245900
chr9 44252000 44256000
chr9 44368700 44372700
chr9 44386000 44390000
chr9 44421200 44425200
chr9 44429600 44433600
chr9 44443700 44447700
chr9 44452650 44456650
chr9 44495400 44499400
chr9 44498200 44502200
chr9 44504400 44508400
chr9 44568700 44572700
chr9 44593700 44597700
chr9 44657100 44661100
chr9 44674200 44678200
chr9 44683550 44687550
chr9 44697100 44701100
chr9 44711100 44715100
chr9 44731600 44735600
chr9 44792000 44796000
chr9 44931900 44935900
chr9 44993350 44997350
chr9 45042900 45046900
chr9 45107500 45111500
chr9 45137300 45141300
chr9 45154850 45158850
chr9 45165900 45169900
chr9 45169300 45173300
chr9 45185200 45189200
chr9 45193500 45197500
chr9 45203200 45207200
chr9 45278200 45282200
chr9 45302400 45306400
chr9 45307300 45311300
chr9 45311400 45315400
chr9 45324100 45328100
chr9 45356200 45360200
chr9 45414600 45418600
chr9 45430950 45434950
chr9 45483600 45487600
chr9 45570650 45574650
chr9 45582500 45586500
chr9 45585700 45589700
chr9 45595950 45599950
chr9 45603650 45607650
chr9 45639900 45643900
chr9 45652500 45656500
chr9 45655800 45659800
chr9 45663050 45667050
chr9 45753300 45757300
chr9 45824900 45828900
chr9 45830300 45834300
chr9 45833400 45837400
chr9 45837700 45841700
chr9 45839700 45843700
chr9 45858900 45862900
chr9 45861400 45865400
chr9 45874800 45878800
chr9 45886650 45890650
chr9 45911500 45915500
chr9 45926100 45930100
chr9 45933300 45937300
chr9 45952800 45956800
chr9 45958300 45962300
chr9 45962000 45966000
chr9 45966100 45970100
chr9 45976200 45980200
chr9 45981100 45985100
chr9 45984000 45988000
chr9 46025750 46029750
chr9 46113750 46117750
chr9 46158400 46162400
chr9 46183700 46187700
chr9 46200750 46204750
chr9 46223150 46227150
chr9 46228800 46232800
chr9 46240600 46244600
chr9 46287700 46291700
chr9 46309500 46313500
chr9 46317400 46321400
chr9 46322600 46326600
chr9 46368300 46372300
chr9 46388300 46392300
chr9 46508600 46512600
chr9 46558100 46562100
chr9 46696800 46700800
chr9 46883200 46887200
chr9 47087100 47091100
chr9 47158900 47162900
chr9 47170400 47174400
chr9 47190400 47194400
chr9 47200900 47204900
chr9 47206000 47210000
chr9 47245400 47249400
chr9 47315500 47319500
chr9 47320500 47324500
chr9 47339800 47343800
chr9 47344900 47348900
chr9 47350700 47354700
chr9 47353100 47357100
chr9 47384800 47388800
chr9 47389500 47393500
chr9 47402500 47406500
chr9 47414100 47418100
chr9 47425400 47429400
chr9 47448200 47452200
chr9 47453900 47457900
chr9 47522000 47526000
chr9 47529000 47533000
chr9 47545600 47549600
chr9 47560200 47564200
chr9 47567000 47571000
chr9 47610400 47614400
chr9 47634700 47638700
chr9 47638800 47642800
chr9 47644200 47648200
chr9 47653900 47657900
chr9 47658900 47662900
chr9 47679000 47683000
chr9 47697550 47701550
chr9 47701400 47705400
chr9 47710600 47714600
chr9 47716400 47720400
chr9 47721900 47725900
chr9 47726600 47730600
chr9 47888950 47892950
chr9 47907500 47911500
chr9 47915600 47919600
chr9 47972700 47976700
chr9 48003050 48007050
chr9 48029100 48033100
chr9 48057700 48061700
chr9 48061200 48065200
chr9 48110600 48114600
chr9 48159700 48163700
chr9 48165900 48169900
chr9 48278500 48282500
chr9 48331800 48335800
chr9 48398900 48402900
chr9 48403800 48407800
chr9 48424600 48428600
chr9 48453900 48457900
chr9 48456800 48460800
chr9 48462000 48466000
chr9 48487500 48491500
chr9 48519600 48523600
chr9 48628800 48632800
chr9 48667000 48671000
chr9 48671600 48675600
chr9 48696700 48700700
chr9 48767850 48771850
chr9 48786300 48790300
chr9 48801100 48805100
chr9 48801800 48805800
chr9 48812700 48816700
chr9 48830200 48834200
chr9 48841850 48845850
chr9 48855050 48859050
chr9 48934900 48938900
chr9 48982850 48986850
chr9 49016400 49020400
chr9 49166500 49170500
chr9 49172350 49176350
chr9 49191450 49195450
chr9 49195900 49199900
chr9 49336450 49340450
chr9 49342300 49346300
chr9 49376700 49380700
chr9 49459400 49463400
chr9 49479000 49483000
chr9 49521300 49525300
chr9 49524600 49528600
chr9 49529200 49533200
chr9 49535550 49539550
chr9 49557200 49561200
chr9 49583200 49587200
chr9 49665700 49669700
chr9 49685700 49689700
chr9 49690900 49694900
chr9 49729350 49733350
chr9 49736300 49740300
chr9 49742450 49746450
chr9 49756900 49760900
chr9 49768250 49772250
chr9 49781400 49785400
chr9 49787000 49791000
chr9 49812300 49816300
chr9 49913000 49917000
chr9 49926100 49930100
chr9 49930300 49934300
chr9 49936100 49940100
chr9 50235800 50239800
chr9 50244300 50248300
chr9 50269300 50273300
chr9 50277800 50281800
chr9 50283850 50287850
chr9 50297100 50301100
chr9 50318600 50322600
chr9 50438600 50442600
chr9 50453300 50457300
chr9 50488000 50492000
chr9 50527800 50531800
chr9 50538900 50542900
chr9 50655200 50659200
chr9 50670900 50674900
chr9 50691000 50695000
chr9 50787700 50791700
chr9 50792050 50796050
chr9 51059600 51063600
chr9 51111400 51115400
chr9 51955600 51959600
chr9 51994300 51998300
chr9 52023800 52027800
chr9 52030100 52034100
chr9 52084300 52088300
chr9 52882500 52886500
chr9 53065500 53069500
chr9 53070500 53074500
chr9 53119900 53123900
chr9 53320200 53324200
chr9 53498350 53502350
chr9 53632600 53636600
chr9 53639100 53643100
chr9 53642900 53646900
chr9 53668100 53672100
chr9 53741200 53745200
chr9 53837500 53841500
chr9 54011300 54015300
chr9 54221800 54225800
chr9 54328600 54332600
chr9 54332200 54336200
chr9 54398400 54402400
chr9 54412100 54416100
chr9 54455300 54459300
chr9 54586600 54590600
chr9 54624700 54628700
chr9 54632900 54636900
chr9 54652200 54656200
chr9 54663100 54667100
chr9 54666700 54670700
chr9 54681100 54685100
chr9 54688600 54692600
chr9 54698200 54702200
chr9 54702100 54706100
chr9 54717550 54721550
chr9 54946800 54950800
chr9 54961700 54965700
chr9 54969100 54973100
chr9 54971700 54975700
chr9 54982100 54986100
chr9 55019950 55023950
chr9 55064800 55068800
chr9 55071250 55075250
chr9 55079100 55083100
chr9 55092200 55096200
chr9 55117900 55121900
chr9 55152100 55156100
chr9 55155000 55159000
chr9 55159800 55163800
chr9 55178500 55182500
chr9 55229100 55233100
chr9 55256250 55260250
chr9 55265100 55269100
chr9 55270800 55274800
chr9 55294000 55298000
chr9 55402000 55406000
chr9 55638000 55642000
chr9 55787300 55791300
chr9 55896500 55900500
chr9 55916000 55920000
chr9 55946400 55950400
chr9 55949400 55953400
chr9 55954450 55958450
chr9 55969600 55973600
chr9 56011900 56015900
chr9 56021400 56025400
chr9 56040750 56044750
chr9 56046800 56050800
chr9 56093800 56097800
chr9 56184800 56188800
chr9 56269700 56273700
chr9 56311100 56315100
chr9 56316300 56320300
chr9 56344200 56348200
chr9 56347700 56351700
chr9 56357400 56361400
chr9 56367450 56371450
chr9 56385400 56389400
chr9 56387700 56391700
chr9 56392000 56396000
chr9 56396800 56400800
chr9 56406100 56410100
chr9 56410100 56414100
chr9 56420200 56424200
chr9 56425900 56429900
chr9 56431400 56435400
chr9 56458900 56462900
chr9 56471000 56475000
chr9 56495000 56499000
chr9 56678050 56682050
chr9 56717600 56721600
chr9 56723200 56727200
chr9 56745300 56749300
chr9 56755600 56759600
chr9 56762000 56766000
chr9 56827900 56831900
chr9 56914100 56918100
chr9 57010600 57014600
chr9 57013300 57017300
chr9 57048800 57052800
chr9 57052700 57056700
chr9 57063850 57067850
chr9 57076300 57080300
chr9 57090700 57094700
chr9 57092500 57096500
chr9 57115000 57119000
chr9 57117500 57121500
chr9 57126350 57130350
chr9 57148700 57152700
chr9 57164100 57168100
chr9 57200600 57204600
chr9 57267400 57271400
chr9 57274400 57278400
chr9 57277700 57281700
chr9 57310350 57314350
chr9 57341600 57345600
chr9 57345300 57349300
chr9 57357600 57361600
chr9 57371200 57375200
chr9 57394750 57398750
chr9 57413600 57417600
chr9 57440600 57444600
chr9 57445950 57449950
chr9 57456600 57460600
chr9 57469700 57473700
chr9 57479700 57483700
chr9 57547900 57551900
chr9 57617200 57621200
chr9 57626300 57630300
chr9 57645300 57649300
chr9 57650000 57654000
chr9 57655600 57659600
chr9 57658900 57662900
chr9 57662100 57666100
chr9 57667700 57671700
chr9 57673800 57677800
chr9 57699400 57703400
chr9 57717500 57721500
chr9 57748200 57752200
chr9 57767900 57771900
chr9 57806900 57810900
chr9 57814850 57818850
chr9 57848400 57852400
chr9 57851700 57855700
chr9 57886200 57890200
chr9 57890400 57894400
chr9 57899600 57903600
chr9 57930400 57934400
chr9 57943400 57947400
chr9 57971400 57975400
chr9 57982400 57986400
chr9 57986800 57990800
chr9 57989700 57993700
chr9 58056900 58060900
chr9 58060400 58064400
chr9 58063700 58067700
chr9 58071900 58075900
chr9 58106200 58110200
chr9 58118100 58122100
chr9 58124900 58128900
chr9 58131300 58135300
chr9 58139600 58143600
chr9 58144500 58148500
chr9 58148900 58152900
chr9 58151500 58155500
chr9 58154400 58158400
chr9 58182700 58186700
chr9 58201300 58205300
chr9 58224800 58228800
chr9 58235450 58239450
chr9 58282300 58286300
chr9 58288100 58292100
chr9 58295300 58299300
chr9 58340900 58344900
chr9 58344900 58348900
chr9 58347700 58351700
chr9 58394400 58398400
chr9 58397300 58401300
chr9 58407600 58411600
chr9 58416450 58420450
chr9 58458700 58462700
chr9 58464400 58468400
chr9 58493900 58497900
chr9 58512000 58516000
chr9 58518950 58522950
chr9 58594100 58598100
chr9 58603300 58607300
chr9 58609100 58613100
chr9 58652000 58656000
chr9 58682900 58686900
chr9 58691600 58695600
chr9 58701700 58705700
chr9 58709300 58713300
chr9 58824800 58828800
chr9 58856600 58860600
chr9 59009350 59013350
chr9 59091800 59095800
chr9 59101500 59105500
chr9 59107350 59111350
chr9 59116800 59120800
chr9 59233800 59237800
chr9 59307700 59311700
chr9 59320100 59324100
chr9 59358500 59362500
chr9 59377450 59381450
chr9 59413300 59417300
chr9 59459800 59463800
chr9 59508100 59512100
chr9 59513400 59517400
chr9 59515300 59519300
chr9 59532700 59536700
chr9 59569500 59573500
chr9 59782600 59786600
chr9 59809800 59813800
chr9 59872650 59876650
chr9 60121400 60125400
chr9 60134200 60138200
chr9 60170250 60174250
chr9 60275800 60279800
chr9 60408700 60412700
chr9 60604950 60608950
chr9 60622700 60626700
chr9 60633900 60637900
chr9 60661250 60665250
chr9 60667800 60671800
chr9 60672200 60676200
chr9 60746200 60750200
chr9 60752500 60756500
chr9 60756000 60760000
chr9 60766350 60770350
chr9 60803500 60807500
chr9 60811500 60815500
chr9 60818100 60822100
chr9 60846600 60850600
chr9 60859300 60863300
chr9 60878100 60882100
chr9 60894150 60898150
chr9 60899300 60903300
chr9 60902500 60906500
chr9 60910800 60914800
chr9 60917700 60921700
chr9 60958000 60962000
chr9 60964500 60968500
chr9 60974500 60978500
chr9 61009400 61013400
chr9 61054050 61058050
chr9 61066950 61070950
chr9 61074100 61078100
chr9 61089600 61093600
chr9 61096000 61100000
chr9 61106900 61110900
chr9 61115300 61119300
chr9 61118100 61122100
chr9 61124100 61128100
chr9 61128400 61132400
chr9 61136900 61140900
chr9 61141200 61145200
chr9 61159200 61163200
chr9 61164100 61168100
chr9 61166800 61170800
chr9 61176900 61180900
chr9 61183500 61187500
chr9 61186200 61190200
chr9 61191950 61195950
chr9 61196250 61200250
chr9 61200100 61204100
chr9 61227000 61231000
chr9 61231300 61235300
chr9 61235300 61239300
chr9 61238100 61242100
chr9 61243300 61247300
chr9 61245900 61249900
chr9 61250000 61254000
chr9 61262600 61266600
chr9 61264800 61268800
chr9 61276000 61280000
chr9 61280050 61284050
chr9 61286500 61290500
chr9 61290100 61294100
chr9 61303300 61307300
chr9 61315500 61319500
chr9 61319500 61323500
chr9 61325000 61329000
chr9 61330600 61334600
chr9 61354950 61358950
chr9 61376200 61380200
chr9 61383100 61387100
chr9 61395850 61399850
chr9 61419800 61423800
chr9 61422100 61426100
chr9 61442200 61446200
chr9 61445900 61449900
chr9 61453700 61457700
chr9 61466600 61470600
chr9 61467700 61471700
chr9 61491500 61495500
chr9 61500400 61504400
chr9 61514150 61518150
chr9 61519700 61523700
chr9 61527200 61531200
chr9 61535400 61539400
chr9 61541700 61545700
chr9 61573700 61577700
chr9 61579200 61583200
chr9 61599800 61603800
chr9 61715000 61719000
chr9 61719800 61723800
chr9 61722300 61726300
chr9 61747300 61751300
chr9 61751700 61755700
chr9 61798200 61802200
chr9 61818500 61822500
chr9 61829000 61833000
chr9 61845300 61849300
chr9 61882100 61886100
chr9 62011800 62015800
chr9 62038100 62042100
chr9 62050100 62054100
chr9 62061100 62065100
chr9 62067300 62071300
chr9 62089900 62093900
chr9 62110000 62114000
chr9 62116000 62120000
chr9 62181300 62185300
chr9 62196300 62200300
chr9 62201500 62205500
chr9 62205500 62209500
chr9 62214300 62218300
chr9 62219000 62223000
chr9 62227100 62231100
chr9 62246100 62250100
chr9 62272000 62276000
chr9 62278300 62282300
chr9 62282300 62286300
chr9 62299950 62303950
chr9 62306800 62310800
chr9 62314100 62318100
chr9 62317900 62321900
chr9 62325200 62329200
chr9 62329900 62333900
chr9 62339500 62343500
chr9 62342600 62346600
chr9 62344700 62348700
chr9 62355850 62359850
chr9 62364100 62368100
chr9 62368900 62372900
chr9 62373700 62377700
chr9 62495600 62499600
chr9 62537800 62541800
chr9 62609800 62613800
chr9 62614200 62618200
chr9 62624050 62628050
chr9 62629000 62633000
chr9 62653750 62657750
chr9 62665800 62669800
chr9 62668000 62672000
chr9 62679900 62683900
chr9 62695600 62699600
chr9 62697000 62701000
chr9 62727100 62731100
chr9 62768800 62772800
chr9 62784900 62788900
chr9 62818100 62822100
chr9 62877300 62881300
chr9 62895100 62899100
chr9 62898200 62902200
chr9 62905000 62909000
chr9 62912500 62916500
chr9 62916800 62920800
chr9 62919000 62923000
chr9 62937600 62941600
chr9 62958100 62962100
chr9 62961400 62965400
chr9 62965450 62969450
chr9 63052100 63056100
chr9 63061000 63065000
chr9 63106000 63110000
chr9 63266700 63270700
chr9 63380600 63384600
chr9 63458800 63462800
chr9 63479750 63483750
chr9 63493300 63497300
chr9 63509400 63513400
chr9 63552200 63556200
chr9 63561900 63565900
chr9 63572950 63576950
chr9 63579500 63583500
chr9 63579900 63583900
chr9 63585700 63589700
chr9 63591300 63595300
chr9 63599000 63603000
chr9 63599700 63603700
chr9 63631600 63635600
chr9 63639800 63643800
chr9 63648600 63652600
chr9 63686900 63690900
chr9 63699900 63703900
chr9 63726200 63730200
chr9 63758000 63762000
chr9 63796300 63800300
chr9 63806450 63810450
chr9 63811800 63815800
chr9 63817300 63821300
chr9 63821000 63825000
chr9 63825500 63829500
chr9 63831500 63835500
chr9 63834600 63838600
chr9 63836400 63840400
chr9 63848100 63852100
chr9 63860000 63864000
chr9 63892200 63896200
chr9 63924200 63928200
chr9 63941150 63945150
chr9 63958500 63962500
chr9 63970350 63974350
chr9 64030600 64034600
chr9 64035300 64039300
chr9 64042600 64046600
chr9 64046700 64050700
