gname	gchrom	gstart	gend	log.FPRM	strand	status	echrom	estart	end	gid	eid	prob	log.p.value.correct
NM_146120	chr2	35137959	35163412	2.40239422821354	+	1	chr2	35198700	35200700	7607	18497	0.694915254237288	20.3128330804411
NM_001163432	chr3	88968726	88981009	2.45136710154669	+	1	chr3	89063850	89065850	7770	20436	0.694915254237288	20.3128330804411
NM_027445	chr11	70461090	70464916	2.65770382666547	+	1	chr11	70397700	70399700	8445	4453	0.694915254237288	20.3128330804411
NM_021884	chr7	54144396	54175300	3.00162984862005	-	1	chr7	54084500	54086500	9317	28815	0.694915254237288	20.3128330804411
NM_001166596	chr11	69730213	69734587	3.04887011571684	-	1	chr11	69823700	69825700	9421	4439	0.694915254237288	20.3128330804411
NM_027352	chr2	70499565	70529782	3.1014202355954	+	1	chr2	70456550	70458550	9528	18801	0.694915254237288	20.3128330804411
NM_008739	chr13	55311142	55419686	3.19556216109075	+	1	chr13	55209600	55211600	9707	7962	0.694915254237288	20.3128330804411
NM_016887	chr11	69779002	69781380	3.21020231852757	+	1	chr11	69823700	69825700	9736	4439	0.694915254237288	20.3128330804411
NM_027892	chr10	107599455	107714631	3.24967657402091	+	1	chr10	107675300	107677300	9809	13	0.694915254237288	20.3128330804411
NM_054102	chr1	153191627	153211575	3.53586521163041	+	1	chr1	153318650	153320650	10205	3674	0.694915254237288	20.3128330804411
NM_025596	chr13	55423415	55426633	3.62168674707255	+	1	chr13	55561400	55563400	10314	7973	0.694915254237288	20.3128330804411
NM_008563	chr1	20793094	20810294	3.82021687925093	-	1	chr1	20858150	20860150	10495	5796	0.694915254237288	20.3128330804411
NM_145625	chr15	101904203	101927604	4.70678770536708	+	1	chr15	101820200	101822200	10934	9908	0.694915254237288	20.3128330804411
NM_001166595	chr11	69730213	69734777	4.88360463063308	-	1	chr11	69601100	69603100	10963	4430	0.694915254237288	20.3128330804411
NM_026290	chr17	28667805	28675918	-2.99098555705887	+	0	chr17	28674800	28676800	1312	13049	0.508474576271186	20.2557507622956
NM_026837	chr4	116924593	116941185	-1.23718838443737	+	0	chr4	117018800	117020800	3589	20926	0.508474576271186	20.2557507622956
NM_001164573	chr5	114764949	114814585	-0.984987218715947	+	0	chr5	114688050	114690050	3965	23412	0.508474576271186	20.2557507622956
NM_028123	chr6	39284771	39327706	1.62910719750727	-	1	chr6	39349500	39351500	4661	26424	0.508474576271186	20.2557507622956
NM_172911	chr8	37157881	37210841	1.68174555067311	+	1	chr8	37284800	37286800	4864	30361	0.508474576271186	20.2557507622956
NM_021888	chr9	21216280	21224723	1.88308900951625	+	1	chr9	21294200	21296200	5647	31742	0.508474576271186	20.2557507622956
NM_001004363	chr10	83834063	83903216	2.02453514895923	-	1	chr10	83908800	83910800	6203	1481	0.508474576271186	20.2557507622956
NM_001159683	chr2	169934142	169968175	2.05967113886444	-	1	chr2	169936100	169938100	6345	17754	0.508474576271186	20.2557507622956
NM_027722	chr10	95009640	95026801	3.5265869695638	-	1	chr10	94927950	94929950	10196	1673	0.508474576271186	20.2557507622956
NM_009672	chr9	62189149	62226609	4.4151156062958	+	1	chr9	62206500	62208500	10838	32412	0.508474576271186	20.2557507622956
NM_011434	chr16	90220986	90226569	4.98501658614526	+	1	chr16	90299900	90301900	10978	12418	0.508474576271186	20.2557507622956
NM_176973	chr6	88792551	88824038	-1.97847466392871	-	0	chr6	88723850	88725850	2532	27027	0.576271186440678	20.2416703939808
NM_029338	chr17	46266225	46281147	-1.4487231093942	-	0	chr17	46223450	46225450	3275	13524	0.576271186440678	20.2416703939808
NM_177708	chr11	75007494	75081264	-1.25789762832778	+	0	chr11	75135800	75137800	3561	4645	0.576271186440678	20.2416703939808
NM_009153	chr9	107500445	107507733	-0.740861623524954	-	0	chr9	107527200	107529200	4363	31285	0.576271186440678	20.2416703939808
NM_010143	chr16	21204867	21223377	1.59818078809814	+	1	chr16	21175050	21177050	4528	11717	0.576271186440678	20.2416703939808
NM_023637	chr7	29527009	29538873	1.72002355331802	+	1	chr7	29615000	29617000	5016	28439	0.576271186440678	20.2416703939808
NM_023625	chr5	120933901	120953632	1.76717130951562	-	1	chr5	120974300	120976300	5207	23660	0.576271186440678	20.2416703939808
NM_025935	chr13	43247112	43266728	1.93990644857244	-	1	chr13	43326900	43328900	5876	7679	0.576271186440678	20.2416703939808
NM_027297	chr4	62069816	62088024	1.96923736999229	+	1	chr4	62174950	62176950	5988	22907	0.576271186440678	20.2416703939808
NM_031392	chr9	108474643	108481001	1.97110716403014	-	1	chr9	108604700	108606700	5995	31336	0.576271186440678	20.2416703939808
NM_146078	chr17	47065239	47147442	2.00002624131183	-	1	chr17	47005900	47007900	6113	13560	0.576271186440678	20.2416703939808
NM_029752	chr5	125921937	125941255	2.06699692768721	+	1	chr5	126055550	126057550	6374	23895	0.576271186440678	20.2416703939808
NM_019786	chr10	120983514	121023850	2.12234417017924	-	1	chr10	120873500	120875500	6577	216	0.576271186440678	20.2416703939808
NM_008943	chr12	85029512	85076149	2.23730709851344	+	1	chr12	84910600	84912600	6995	6974	0.576271186440678	20.2416703939808
NM_028109	chr2	152673699	152721057	2.24705124119125	+	1	chr2	152594900	152596900	7042	17093	0.576271186440678	20.2416703939808
NM_001005506	chr4	129303326	129317884	2.33684158167214	-	1	chr4	129205200	129207200	7372	21278	0.576271186440678	20.2416703939808
NM_010952	chr9	65524354	65538107	2.38455210185804	+	1	chr9	65519100	65521100	7534	32545	0.576271186440678	20.2416703939808
NM_145393	chr4	131740830	131768171	2.46436374855667	-	1	chr4	131710750	131712750	7816	21380	0.576271186440678	20.2416703939808
NM_019689	chr9	57638315	57682041	2.7857702134061	-	1	chr9	57700400	57702400	8793	32267	0.576271186440678	20.2416703939808
NM_144514	chr11	22799727	22882284	2.93733485717318	-	1	chr11	22995250	22997250	9182	2774	0.576271186440678	20.2416703939808
NM_009656	chr5	122017695	122043833	2.96516996797135	-	1	chr5	122143450	122145450	9239	23703	0.576271186440678	20.2416703939808
NM_011308	chr11	62130191	62270834	3.0280784495932	-	1	chr11	62179500	62181500	9370	4163	0.576271186440678	20.2416703939808
NM_145465	chr14	121685562	121778452	3.20205921498135	-	1	chr14	121708100	121710100	9721	8706	0.576271186440678	20.2416703939808
NM_011842	chr19	9016409	9026790	3.23714786965565	+	1	chr19	9120900	9122900	9781	16464	0.576271186440678	20.2416703939808
NM_028030	chr9	65478388	65508325	3.68699517998393	+	1	chr9	65539400	65541400	10375	32546	0.576271186440678	20.2416703939808
NM_025554	chr10	79498697	79502404	3.92597719133354	-	1	chr10	79527000	79529000	10585	1350	0.576271186440678	20.2416703939808
NM_028016	chr6	122657585	122663796	4.76909862166515	+	1	chr6	122727300	122729300	10943	25775	0.576271186440678	20.2416703939808
NM_011424	chr5	125497524	125659584	2.22785723644399	-	1	chr5	125525800	125527800	6952	23854	0.474576271186441	20.1598898270222
NM_010517	chr11	98902573	98913957	2.58619137066739	+	1	chr11	99001300	99003300	8213	5784	0.474576271186441	20.1598898270222
NM_023665	chr4	134479539	134483285	3.46618580158009	+	1	chr4	134372400	134374400	10123	21561	0.474576271186441	20.1598898270222
NM_145228	chr5	121311430	121323512	-4.12033336450349	+	0	chr5	121169650	121171650	344	23677	0.898305084745763	20.0919735237989
NM_213727	chr1	34636537	34647787	-3.67271480880581	+	0	chr1	34626550	34628550	665	7762	0.898305084745763	20.0919735237989
NM_011582	chr13	93521541	93564773	-2.95961830441305	-	0	chr13	93472900	93474900	1347	8400	0.898305084745763	20.0919735237989
NM_011527	chr4	114732131	114744360	-2.12330147941354	+	0	chr4	114584700	114586700	2334	20874	0.898305084745763	20.0919735237989
NM_175643	chr11	50415586	50617551	-1.9115367420542	+	0	chr11	50270150	50272150	2618	3575	0.898305084745763	20.0919735237989
NM_008697	chr12	71119726	71212912	-0.841058035317265	-	0	chr12	71300150	71302150	4188	6695	0.898305084745763	20.0919735237989
NM_177608	chr2	125562721	125608606	1.59480334766749	-	1	chr2	125531350	125533350	4508	16748	0.898305084745763	20.0919735237989
NM_001110310	chrX	98407299	98417902	1.66895886660987	-	1	chrX	98497900	98499900	4814	33188	0.898305084745763	20.0919735237989
NM_001013779	chr1	175350734	175396167	1.67954216610702	+	1	chr1	175355100	175357100	4854	4652	0.898305084745763	20.0919735237989
NM_001033310	chr5	90643751	90653021	1.81763999385763	-	1	chr5	90665000	90667000	5397	25387	0.898305084745763	20.0919735237989
NM_001110311	chrX	98293124	98417902	1.87540644295476	-	1	chrX	98497900	98499900	5627	33188	0.898305084745763	20.0919735237989
NM_009765	chr5	151325197	151372324	1.91223369519593	+	1	chr5	151328500	151330500	5760	24648	0.898305084745763	20.0919735237989
NM_007898	chrX	7762456	7770638	2.14919495721316	-	1	chrX	7795300	7797300	6673	33152	0.898305084745763	20.0919735237989
NM_001122960	chr10	87663841	87708903	2.23195230615208	+	1	chr10	87808300	87810300	6969	1554	0.898305084745763	20.0919735237989
NM_001122960	chr10	87663841	87708903	2.23195230615208	+	1	chr10	87812000	87814000	6969	1555	0.898305084745763	20.0919735237989
NM_025539	chr4	41412180	41427959	2.27405289361541	+	1	chr4	41276300	41278300	7121	22556	0.898305084745763	20.0919735237989
NM_025481	chr11	106681379	106782029	2.32926597157538	-	1	chr11	106855550	106857550	7348	1990	0.898305084745763	20.0919735237989
NM_030886	chr5	90656190	90795211	2.37069223900864	-	1	chr5	90665000	90667000	7481	25387	0.898305084745763	20.0919735237989
NM_028319	chr19	40969194	40992437	2.44927083652898	+	1	chr19	41080300	41082300	7761	15870	0.898305084745763	20.0919735237989
NM_026247	chrX	140752508	140759740	2.50754023346339	+	1	chrX	140816600	140818600	7964	33000	0.898305084745763	20.0919735237989
NM_147201	chr5	31543290	31553935	2.59591866559202	+	1	chr5	31451700	31453700	8245	24828	0.898305084745763	20.0919735237989
NM_013671	chr17	13200704	13210985	2.62388567706945	+	1	chr17	13190850	13192850	8339	12703	0.898305084745763	20.0919735237989
NM_172965	chr18	31794036	31882715	2.79941929167327	+	1	chr18	31914100	31916100	8827	14410	0.898305084745763	20.0919735237989
NM_178647	chr16	64851910	64859317	2.97302643601835	+	1	chr16	64884200	64886200	9253	12318	0.898305084745763	20.0919735237989
NM_021500	chr5	33678220	33715943	2.97672273168241	+	1	chr5	33666400	33668400	9261	24868	0.898305084745763	20.0919735237989
NM_017404	chr16	84718525	84735426	3.32372220838274	-	1	chr16	84767100	84769100	9919	12350	0.898305084745763	20.0919735237989
NM_144543	chr9	26807261	26814919	3.81026266801114	+	1	chr9	26927800	26929800	10486	31796	0.898305084745763	20.0919735237989
NM_020582	chr5	145944574	145952461	4.05800210291927	-	1	chr5	145870100	145872100	10671	24479	0.898305084745763	20.0919735237989
NM_009725	chr3	105745780	105763166	4.0689156369534	-	1	chr3	105628000	105630000	10678	19319	0.898305084745763	20.0919735237989
NM_001034902	chr6	85061409	85076088	-3.73698205470939	-	0	chr6	85211100	85213100	617	26936	0.542372881355932	19.9522997030728
NM_001033435	chr11	106612581	106628882	-1.7861034944519	+	0	chr11	106461000	106463000	2799	1969	0.542372881355932	19.9522997030728
NM_172580	chr12	85441603	85450733	-1.46462786365043	+	0	chr12	85356400	85358400	3254	6989	0.542372881355932	19.9522997030728
NM_019959	chr11	118295166	118311277	-1.33093912758839	+	0	chr11	118210000	118212000	3453	2415	0.542372881355932	19.9522997030728
NM_019959	chr11	118295166	118311277	-1.33093912758839	+	0	chr11	118222200	118224200	3453	2416	0.542372881355932	19.9522997030728
NM_010601	chr15	99055406	99073248	-1.22652861816437	+	0	chr15	99107250	99109250	3600	11419	0.542372881355932	19.9522997030728
NM_011352	chr9	57787941	57810672	-0.945590817585707	+	0	chr9	57668700	57670700	4017	32265	0.542372881355932	19.9522997030728
NM_177129	chr1	134406001	134439517	-0.79302718613068	-	0	chr1	134366000	134368000	4276	3078	0.542372881355932	19.9522997030728
NM_138303	chr9	21393125	21397190	1.75018545590141	-	1	chr9	21294200	21296200	5133	31742	0.542372881355932	19.9522997030728
NM_025337	chr4	138866658	138874701	1.78460728657092	+	1	chr4	138799400	138801400	5272	21847	0.542372881355932	19.9522997030728
NM_001171036	chr15	99223377	99240480	1.80336025251651	+	1	chr15	99145450	99147450	5342	11420	0.542372881355932	19.9522997030728
NM_001130152	chr7	25689364	25711610	2.00310435590548	+	1	chr7	25702200	25704200	6132	28316	0.542372881355932	19.9522997030728
NM_016752	chr11	95246235	95252966	2.21177377810387	+	1	chr11	95385200	95387200	6906	5545	0.542372881355932	19.9522997030728
NM_001171034	chr15	99223377	99240480	2.32556892938442	+	1	chr15	99145450	99147450	7329	11420	0.542372881355932	19.9522997030728
NM_023230	chr2	167433138	167457505	2.32888616741342	-	1	chr2	167442250	167444250	7343	17634	0.542372881355932	19.9522997030728
NM_026669	chr15	99223377	99240480	3.47016669731611	+	1	chr15	99145450	99147450	10133	11420	0.542372881355932	19.9522997030728
NM_024214	chr8	129458449	129469730	3.53410399581992	-	1	chr8	129460800	129462800	10202	29998	0.542372881355932	19.9522997030728
NM_016795	chr17	28726536	28759399	3.57669291630808	-	1	chr17	28729100	28731100	10256	13056	0.542372881355932	19.9522997030728
NM_001161541	chr9	58044104	58052126	-2.30469231162057	-	0	chr9	57983400	57985400	2110	32281	0.525423728813559	19.9230706365296
NM_053093	chr11	95122842	95130575	-1.50606937945707	+	0	chr11	95263500	95265500	3204	5532	0.525423728813559	19.9230706365296
NM_009612	chr15	100958967	100975767	-1.04712861240434	+	0	chr15	100974100	100976100	3865	9885	0.525423728813559	19.9230706365296
NM_011467	chr6	85083673	85087758	1.97336271254109	-	1	chr6	85236100	85238100	6005	26941	0.525423728813559	19.9230706365296
NM_009752	chr9	114310236	114383495	2.35544316248222	+	1	chr9	114302400	114304400	7432	31429	0.525423728813559	19.9230706365296
NM_001042527	chr7	87599878	87680005	2.8345829938928	-	1	chr7	87725200	87727200	8919	29128	0.525423728813559	19.9230706365296
NM_008594	chr7	86278653	86293946	3.46869090746971	-	1	chr7	86437700	86439700	10130	29042	0.525423728813559	19.9230706365296
NM_009769	chr14	99697909	99712628	3.54370627235547	+	1	chr14	99706100	99708100	10218	9808	0.525423728813559	19.9230706365296
NM_026065	chr10	94943439	94964561	3.69061045506696	-	1	chr10	94927950	94929950	10378	1673	0.525423728813559	19.9230706365296
NM_008261	chr2	163372923	163398643	-4.36678340526119	+	0	chr2	163256900	163258900	239	17412	0.627118644067797	19.8883503667007
NM_183173	chr11	53290079	53293697	-4.18068707204417	-	0	chr11	53418150	53420150	321	3685	0.627118644067797	19.8883503667007
NM_008434	chr7	150293158	150612947	-4.00299859316494	+	0	chr7	150303000	150305000	422	28088	0.627118644067797	19.8883503667007
NM_010835	chr5	38211729	38215824	-3.35154758708084	-	0	chr5	38159750	38161750	926	24973	0.627118644067797	19.8883503667007
NM_145592	chr8	23734514	23738018	-3.26198167540331	+	0	chr8	23623200	23625200	1020	30091	0.627118644067797	19.8883503667007
NM_013688	chr17	45660382	45679626	-3.08413297884976	+	0	chr17	45715600	45717600	1222	13488	0.627118644067797	19.8883503667007
NM_013688	chr17	45660382	45679626	-3.08413297884976	+	0	chr17	45770300	45772300	1222	13490	0.627118644067797	19.8883503667007
NM_153397	chr8	25946614	26059276	-2.69101758321277	-	0	chr8	26202300	26204300	1674	30153	0.627118644067797	19.8883503667007
NM_028492	chr11	102742557	102746529	-2.38394157996446	+	0	chr11	102671200	102673200	2011	1872	0.627118644067797	19.8883503667007
NM_001037744	chr14	122433895	122437644	-2.11279152136139	+	0	chr14	122330650	122332650	2349	8734	0.627118644067797	19.8883503667007
NM_009421	chr2	34798777	34817292	-1.79257980561196	-	0	chr2	34800500	34802500	2791	18485	0.627118644067797	19.8883503667007
NM_001114595	chr19	5707373	5726317	-1.65706949801497	-	0	chr19	5835600	5837600	2989	16329	0.627118644067797	19.8883503667007
NM_001126330	chr4	153430357	153471282	-1.0436412654236	-	0	chr4	153605300	153607300	3874	22339	0.627118644067797	19.8883503667007
NM_001114174	chr19	24047239	24105509	-0.996863788491167	-	0	chr19	24217350	24219350	3947	15569	0.627118644067797	19.8883503667007
NM_001164045	chr4	41719767	41720974	-0.996806884938609	-	0	chr4	41652050	41654050	3948	22570	0.627118644067797	19.8883503667007
NM_173031	chr2	180012350	180024584	-0.740171704390079	-	0	chr2	180080800	180082800	4366	17986	0.627118644067797	19.8883503667007
NM_025999	chr7	117960048	117987895	1.6419651201316	-	1	chr7	118057500	118059500	4711	27422	0.627118644067797	19.8883503667007
NM_026504	chr5	115729710	115746981	1.66646642894887	+	1	chr5	115707900	115709900	4803	23485	0.627118644067797	19.8883503667007
NM_001166413	chr10	126619577	126626879	1.87400590076364	-	1	chr10	126660500	126662500	5621	288	0.627118644067797	19.8883503667007
NM_027799	chr11	94189314	94203161	2.00804757558528	+	1	chr11	94212300	94214300	6138	5472	0.627118644067797	19.8883503667007
NM_178600	chr7	135036576	135039131	2.14917513876183	-	1	chr7	135059700	135061700	6672	27762	0.627118644067797	19.8883503667007
NM_016890	chr4	41661829	41670195	2.1608625298575	-	1	chr4	41569600	41571600	6716	22559	0.627118644067797	19.8883503667007
NM_026824	chr11	120650515	120657709	2.38023108468316	-	1	chr11	120666350	120668350	7518	2534	0.627118644067797	19.8883503667007
NM_177640	chr19	18787725	18792918	2.42932346521097	+	1	chr19	18681550	18683550	7701	15488	0.627118644067797	19.8883503667007
NM_026554	chr16	31948631	31958558	2.46534999223878	+	1	chr16	31825600	31827600	7819	11950	0.627118644067797	19.8883503667007
NM_008551	chr1	132950280	132994120	2.72281401106296	-	1	chr1	133003500	133005500	8628	2966	0.627118644067797	19.8883503667007
NM_001165256	chr12	84866998	84882940	2.8411348272748	+	1	chr12	84836250	84838250	8938	6967	0.627118644067797	19.8883503667007
NM_181821	chr17	23810574	23812491	3.10100628547048	+	1	chr17	23763800	23765800	9527	12789	0.627118644067797	19.8883503667007
NM_181821	chr17	23810574	23812491	3.10100628547048	+	1	chr17	23959900	23961900	9527	12798	0.627118644067797	19.8883503667007
NM_133216	chr19	53065672	53113032	3.13000963787243	-	1	chr19	53079200	53081200	9589	16183	0.627118644067797	19.8883503667007
NM_025790	chr13	24909823	24923358	3.23785065865746	-	1	chr13	24958400	24960400	9784	7468	0.627118644067797	19.8883503667007
NM_007788	chr2	152052575	152107587	3.79906481148074	+	1	chr2	152191400	152193400	10473	17080	0.627118644067797	19.8883503667007
NM_001005331	chr16	20672821	20692956	4.22739709020925	+	1	chr16	20708300	20710300	10767	11701	0.627118644067797	19.8883503667007
NM_026680	chr1	135206399	135219603	-5.08709256214736	+	0	chr1	135236900	135238900	74	3161	0.491525423728814	19.8589253818493
NM_001013385	chr17	27559332	27640249	-2.88639905952248	-	0	chr17	27526400	27528400	1446	12937	0.491525423728814	19.8589253818493
NM_018861	chr11	20202182	20232716	1.70887230324933	-	1	chr11	20086500	20088500	4966	2623	0.491525423728814	19.8589253818493
NM_145438	chr11	115685371	115717094	2.87051479579054	+	1	chr11	115826000	115828000	9008	2225	0.491525423728814	19.8589253818493
NM_001085500	chr11	97547265	97549939	2.38434939479669	+	1	chr11	97572000	97574000	7533	5697	0.457627118644068	19.8301019810594
NM_008485	chr1	154969885	155033577	2.45009088724543	-	1	chr1	154903400	154905400	7763	3778	0.457627118644068	19.8301019810594
NM_009705	chr12	80231774	80257287	-10.7904282418216	+	0	chr12	80114300	80116300	4	6869	0.610169491525424	19.8226855052018
NM_029946	chr15	83697141	83895779	-4.50660168392223	-	0	chr15	83917600	83919600	174	11032	0.610169491525424	19.8226855052018
NM_010019	chr9	66006032	66120049	-2.07888969397579	+	0	chr9	65936550	65938550	2382	32553	0.610169491525424	19.8226855052018
NM_001012402	chr17	24889947	24895629	-1.65718487093183	+	0	chr17	24947400	24949400	2988	12830	0.610169491525424	19.8226855052018
NM_027988	chr17	24835287	24837300	-1.55726300677999	+	0	chr17	24947400	24949400	3129	12830	0.610169491525424	19.8226855052018
NM_001166206	chr2	131679414	131685483	-1.33916653024211	-	0	chr2	131631700	131633700	3439	16882	0.610169491525424	19.8226855052018
NM_177589	chr9	120873573	121186290	-0.898686597925798	-	0	chr9	121219200	121221200	4083	31612	0.610169491525424	19.8226855052018
NM_001167936	chr4	107854539	107890527	1.71127583102561	-	1	chr4	107845500	107847500	4982	20778	0.610169491525424	19.8226855052018
NM_172512	chr3	94985689	95021864	1.80713564757132	-	1	chr3	94889200	94891200	5362	20553	0.610169491525424	19.8226855052018
NM_027491	chr4	33069972	33109155	1.93293490490433	+	1	chr4	33042600	33044600	5851	22475	0.610169491525424	19.8226855052018
NM_133768	chr5	130487372	130500201	2.05589652035465	-	1	chr5	130441500	130443500	6329	23973	0.610169491525424	19.8226855052018
NM_146222	chr9	37296905	37331735	2.09335554146184	+	1	chr9	37306200	37308200	6469	31908	0.610169491525424	19.8226855052018
NM_001168592	chr14	102032983	102039688	2.10965183068691	-	1	chr14	102062700	102064700	6531	8598	0.610169491525424	19.8226855052018
NM_172757	chr8	90661783	90695842	2.11894466687416	+	1	chr8	90787000	90789000	6565	30978	0.610169491525424	19.8226855052018
NM_028410	chr7	105851872	105866571	2.13475916508196	+	1	chr7	105707150	105709150	6624	27232	0.610169491525424	19.8226855052018
NM_011327	chr4	107716443	107791104	2.24508732746318	-	1	chr4	107854000	107856000	7032	20779	0.610169491525424	19.8226855052018
NM_001164639	chr19	47654508	47719735	2.3030649778309	+	1	chr19	47524200	47526200	7251	16140	0.610169491525424	19.8226855052018
NM_019803	chr10	77085065	77108735	2.32648714927467	+	1	chr10	77132600	77134600	7334	1293	0.610169491525424	19.8226855052018
NM_010956	chr11	6191599	6259096	2.38169197830701	+	1	chr11	6276100	6278100	7523	4195	0.610169491525424	19.8226855052018
NM_025401	chr9	20447761	20451233	2.95360213211586	+	1	chr9	20317400	20319400	9216	31695	0.610169491525424	19.8226855052018
NM_009456	chr16	17152107	17201585	3.13174807747143	-	1	chr16	17167200	17169200	9592	11620	0.610169491525424	19.8226855052018
NM_011176	chr9	30896174	30939384	3.14836322775445	-	1	chr9	30897350	30899350	9621	31817	0.610169491525424	19.8226855052018
NM_172867	chr4	54960816	55096435	3.19770121683672	+	1	chr4	54981300	54983300	9714	22764	0.610169491525424	19.8226855052018
NM_009537	chr12	110031520	110054842	3.24281107756322	+	1	chr12	110035000	110037000	9791	6069	0.610169491525424	19.8226855052018
NM_021714	chr6	136762175	136776737	3.42962933565639	-	1	chr6	136878200	136880200	10073	26018	0.610169491525424	19.8226855052018
NM_019929	chr10	77068978	77081076	3.46005731006779	+	1	chr10	77132600	77134600	10109	1293	0.610169491525424	19.8226855052018
NM_021356	chr8	83288332	83404378	3.59560669735298	-	1	chr8	83327100	83329100	10277	30817	0.610169491525424	19.8226855052018
NM_022722	chr15	39600030	39689016	-3.7993909913116	-	0	chr15	39559600	39561600	565	10308	0.644067796610169	19.8062742915325
NM_022722	chr15	39600030	39689016	-3.7993909913116	-	0	chr15	39563900	39565900	565	10309	0.644067796610169	19.8062742915325
NM_001033981	chr11	32186963	32187912	-3.29993947018793	+	0	chr11	32220000	32222000	982	2924	0.644067796610169	19.8062742915325
NM_025601	chr8	13550732	13562448	-3.17164163250005	-	0	chr8	13548500	13550500	1113	30025	0.644067796610169	19.8062742915325
NM_025601	chr8	13550732	13562448	-3.17164163250005	-	0	chr8	13593150	13595150	1113	30026	0.644067796610169	19.8062742915325
NM_001025074	chr13	58909193	59231328	-2.77739384838951	+	0	chr13	59047900	59049900	1574	8088	0.644067796610169	19.8062742915325
NM_026183	chr11	61156901	61191577	-2.76465864855434	-	0	chr11	61121350	61123350	1588	4120	0.644067796610169	19.8062742915325
NM_198250	chr7	51697856	51718714	-2.642608025883	+	0	chr7	51687800	51689800	1730	28722	0.644067796610169	19.8062742915325
NM_010808	chr2	155601079	155644102	-2.4083634737231	+	0	chr2	155674500	155676500	1972	17199	0.644067796610169	19.8062742915325
NM_001034858	chr10	41634796	41738188	-2.39718702366601	-	0	chr10	41716700	41718700	1991	634	0.644067796610169	19.8062742915325
NM_009762	chr6	71163934	71212275	-2.30327433046363	-	0	chr6	71184500	71186500	2114	26757	0.644067796610169	19.8062742915325
NM_001081206	chr6	36796021	37249976	-1.78133004523754	-	0	chr6	37276050	37278050	2803	26372	0.644067796610169	19.8062742915325
NM_001003893	chr4	147976652	147989589	-1.37752096020089	+	0	chr4	148080600	148082600	3386	22111	0.644067796610169	19.8062742915325
NM_001165932	chr2	4897167	4906794	-1.26640155260025	+	0	chr2	5032100	5034100	3545	18595	0.644067796610169	19.8062742915325
NM_175645	chr7	124524492	124811144	-1.18323270809437	+	0	chr7	124571950	124573950	3663	27569	0.644067796610169	19.8062742915325
NM_177790	chr11	100487533	100512007	-1.16551841036124	-	0	chr11	100411650	100413650	3684	1760	0.644067796610169	19.8062742915325
NM_177279	chr8	125736757	125745945	-1.13837546893007	+	0	chr8	125883800	125885800	3724	29811	0.644067796610169	19.8062742915325
NM_021437	chr14	55305007	55309579	1.77285353977817	+	1	chr14	55266400	55268400	5230	9282	0.644067796610169	19.8062742915325
NM_007708	chr5	116295664	116456350	1.8872469060487	+	1	chr5	116144050	116146050	5655	23510	0.644067796610169	19.8062742915325
NM_007708	chr5	116295664	116456350	1.8872469060487	+	1	chr5	116175400	116177400	5655	23512	0.644067796610169	19.8062742915325
NM_025794	chr3	79407709	79432689	1.9692834248045	-	1	chr3	79333800	79335800	5989	20268	0.644067796610169	19.8062742915325
NM_001172100	chr7	148346225	148358750	1.98302700229489	-	1	chr7	148242000	148244000	6051	28031	0.644067796610169	19.8062742915325
NM_028923	chr2	29790946	29814175	1.99772973349938	+	1	chr2	29906700	29908700	6096	18227	0.644067796610169	19.8062742915325
NM_026479	chr11	53138190	53146803	2.02967208566063	+	1	chr11	53149100	53151100	6227	3665	0.644067796610169	19.8062742915325
NM_153103	chr11	70514049	70545472	2.03026705366746	+	1	chr11	70391100	70393100	6228	4452	0.644067796610169	19.8062742915325
NM_001164090	chr12	32280218	32319523	2.15366968518412	-	1	chr12	32410750	32412750	6686	6445	0.644067796610169	19.8062742915325
NM_027187	chr8	87480508	87489910	2.20400045800805	-	1	chr8	87638500	87640500	6879	30922	0.644067796610169	19.8062742915325
NM_029835	chr7	86805081	86843031	2.21649874258084	+	1	chr7	86929800	86931800	6920	29063	0.644067796610169	19.8062742915325
NM_144887	chr2	84528076	84555321	2.41213880490349	-	1	chr2	84601300	84603300	7638	19008	0.644067796610169	19.8062742915325
NM_145130	chr6	124613121	124654734	2.51252181682097	+	1	chr6	124738500	124740500	7982	25798	0.644067796610169	19.8062742915325
NM_011803	chr13	5860734	5869639	3.11705570128636	+	1	chr13	5898000	5900000	9562	8082	0.644067796610169	19.8062742915325
NM_024473	chr13	24893525	24904768	3.17996034512646	+	1	chr13	24958400	24960400	9675	7468	0.644067796610169	19.8062742915325
NM_133975	chr1	84717763	84835879	3.95532576031632	-	1	chr1	84877900	84879900	10603	14731	0.644067796610169	19.8062742915325
NM_007630	chr9	70255495	70269361	4.12148620600629	-	1	chr9	70323350	70325350	10703	32635	0.644067796610169	19.8062742915325
NM_009332	chr6	72576373	72738950	2.3219562546733	-	1	chr6	72678600	72680600	7318	26803	0.423728813559322	19.7924474429611
NM_177850	chr2	158083976	158110267	-3.47081759274259	+	0	chr2	158194750	158196750	824	17336	0.559322033898305	19.7736539179515
NM_027116	chr7	20104079	20110399	-2.52116407781068	+	0	chr7	20207200	20209200	1844	28262	0.559322033898305	19.7736539179515
NM_198627	chr2	157740388	157770455	-2.51130812164703	+	0	chr2	157782700	157784700	1861	17318	0.559322033898305	19.7736539179515
NM_177056	chr1	75476106	75482267	-2.28962938183383	+	0	chr1	75409350	75411350	2131	13683	0.559322033898305	19.7736539179515
